,Brand,Current Price,Original Price,Discount Percentage,Rating,Number OF Ratings,Model Name,Dial Shape,Strap Color,Strap Material,Touchscreen,Battery Life (Days),Bluetooth,Display Size,Weight
309,fossil,11995.0,14598.204244031831,48.236893613453574,4.3,4.0,Commuter,Circle,Black,Leather,No,17.5,Yes,1.7 inches,20 - 35 g
310,fossil,14995.0,14598.204244031831,48.236893613453574,3.9,41.0,Charter Hybrid HR Smartwatch,Circle,Black,Leather,No,3.5,Yes,1.2 inches,75g +
311,fossil,16495.0,14598.204244031831,48.236893613453574,4.1,123.0,Collider Hybrid HR,Circle,Grey,Stainless Steel,No,3.5,Yes,1.1 inches,20 - 35 g
312,fossil,16495.0,14598.204244031831,48.236893613453574,4.7,996.0,Neutra Hybrid HR,Circle,Silver,Stainless Steel,No,8.0,Yes,1.1 inches,20 - 35 g
313,fossil,9995.0,16495.0,39.40588057,3.8,144.0,FB-01 Hybrid HR,Circle,Black,Stainless Steel,Yes,3.5,Yes,1.1 inches,20 - 35 g
314,fossil,13995.0,14598.204244031831,48.236893613453574,3.8,4.0,FTW1140 Q Hybrid Watch,Circle,Blue,Stainless Steel,No,22.0,Yes,1.7 inches,20 - 35 g
315,fossil,13495.0,14598.204244031831,48.236893613453574,4.4,11.0,Q Jacqueline,Circle,Silver,Stainless Steel,No,17.5,Yes,1.3 inches,20 - 35 g
316,fossil,13495.0,14598.204244031831,48.236893613453574,4.7,3.0,Neely,Circle,Blue,Stainless Steel,No,17.5,Yes,1.3 inches,20 - 35 g
317,fossil,10998.0,21995.0,49.99772676,3.9,5182.0,4th Gen Explorist HR,Circle,Black,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g
318,dizo,1299.0,5499.0,76.37752319,4.0,1598.0,"Watch D Sharp 1.75"" with High Res (320*390) Display (By realme techLife)",Rectangle,Grey,Silicon,Yes,8.0,Yes,1.8 inches,20 - 35 g
319,dizo,1799.0,4999.0,64.01280256,4.2,34953.0,Watch D 1.8 inch Dynamic display with 550nits brightness,Rectangle,Black,Silicon,Yes,8.0,Yes,1.8 inches,75g +
320,dizo,3299.0,5999.0,45.00750125,4.0,28926.0,Watch R AMOLED with 45 mm Dial Size (by realme techLife),Circle,Black,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g
321,dizo,1999.0,5999.0,66.67777963,4.1,561.0,"Watch D2 with 1.91 inch super big display ,BT Calling (by realme TechLife)",Rectangle,Black,Silicon,Yes,22.0,Yes,1.9 inches,20 - 35 g
322,dizo,1699.0,3999.0,57.51437859,4.2,110067.0,Watch 2,Rectangle,Pink,Silicon,Yes,12.5,Yes,1.7 inches,75g +
323,dizo,1199.0,3499.0,65.73306659,4.2,62964.0,"Watch 2 sports (by realme techlife) 1.69"" Bright screen with 110+ sports modes",Square,Blue,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g
324,dizo,4499.0,6999.0,35.71938848,4.2,6385.0,"Watch R Talk, Amoled Display with Calling & 10 days battery",Circle,Grey,Silicon,Yes,22.0,Yes,1.3 inches,75g +
325,dizo,3499.0,5999.0,41.67361227,4.2,1785.0,Watch D Talk 1.8 display with calling&7 day battery (by realme Techlife),Rectangle,Grey,Silicon,Yes,22.0,Yes,1.8 inches,75g +
326,dizo,1999.0,3999.0,50.01250313,3.9,3492.0,Watch S 1.57 Bright touch screen with rectangular display and 110+ sports modes,Rectangle,Pink,Silicon,Yes,22.0,Yes,1.6 inches,20 - 35 g
327,dizo,1999.0,4999.0,60.0120024,4.1,717.0,"Watch D Plus with 1.85inch,550nits display&14 day battery",Rectangle,Blue,Silicon,Yes,8.0,Yes,1.9 inches,20 - 35 g
328,dizo,2799.0,3999.0,30.00750188,4.1,7586.0,Watch Pro,Square,Black,Silicon,Yes,8.0,Yes,1.8 inches,20 - 35 g
329,dizo,3299.0,6999.0,52.86469496,3.9,345.0,WATCH D ULTRA 1.78 AMOLED WITH CALLING,Square,Blue,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g
330,dizo,3999.0,6999.0,42.86326618,4.1,663.0,"Watch R Talk Go, 1.39 inch, 550nits display, 10 day battery (by realme TechLife)",Circle,Blue,Silicon,Yes,22.0,Yes,1.4 inches,20 - 35 g
331,dizo,2699.0,5999.0,55.00916819,3.3,222.0,"WATCH D PRO WITH CALLING,D1 CHIPSET,OS,1.85 INCH DISPLAY",Square,Grey,Silicon,Yes,22.0,Yes,1.9 inches,20 - 35 g
332,dizo,5999.0,6999.0,14.28775539,4.2,13.0,"R Talk, Amoled Display with Calling & 10 days battery",Circle,Black,Silicon,Yes,22.0,Yes,1.3 inches,75g +
333,dizo,5999.0,6999.0,14.28775539,4.2,13.0,R TALK SMARTWATCH Amoled Display with Calling10 Days Battery(SilverGrey)FreeSize,Circle,Grey,Silicon,Yes,22.0,Yes,1.3 inches,75g +
334,dizo,3999.0,5999.0,33.33888981,4.2,42860.0,D TALK SMART WATCH (SILVER GREY),Rectangle,Grey,Silicon,Yes,22.0,Yes,1.8 inches,75g +
335,dizo,3999.0,5999.0,33.33888981,4.2,42860.0,"D Talk DW 32051 Smart Watch with Up to 7 Day Battery Life, Classic Black",Rectangle,Black,Silicon,Yes,22.0,Yes,1.8 inches,75g +
336,dizo,2499.0,3999.0,37.50937734,3.6,70.0,Watch 2 Sports i,Square,Black,Plastic,Yes,22.0,Yes,1.7 inches,20 - 35 g
337,gizmore,1199.0,4499.0,73.34963325,4.7,996.0,GizFit CLOUD 1.85 IPS Large Display | AI Voice Assistant | Bluetooth Calling,Square,Blue,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g
338,gizmore,1799.0,5999.0,70.01166861,4.2,4813.0,"GizFit Ultra BT Calling Smartwatch With 1.69"" HD Display| 60+ Sports Mode",Square,Grey,Silicon,Yes,3.5,Yes,0.1 inches,20 - 35 g
339,gizmore,1299.0,5499.0,76.37752319,3.8,3137.0,GizFit BLAZE BT Calling Smartwatch | 1.69 Inch IPS Curved 500 NITS Display,Square,Black,Silicon,Yes,3.5,Yes,0.1 inches,20 - 35 g
340,gizmore,2799.0,8999.0,68.89654406,4.0,1994.0,GizFit GLOW AMOLED with 3.4 Cm | ALWAYS-ON | 550 NITS Brightness | BT Calling,Circle,Black,Silicon,Yes,3.5,Yes,1.4 inches,75g +
341,gizmore,1999.0,5999.0,66.67777963,4.0,1178.0,"Blaze Max 1.85"" BT Calling Edge to Edge Display, Voice Assistance, Bluetooth",Square,Grey,Silicon,Yes,8.0,Yes,1.9 inches,20 - 35 g
342,gizmore,3499.0,8999.0,61.11790199,3.7,475.0,GizFit GLOW LUXE AMOLED with 3.35 Cm Display | 500 NITS| Bluetooth Calling,Circle,Black,Leather,Yes,3.5,Yes,1.3 inches,20 - 35 g
343,gizmore,1999.0,6999.0,71.43877697,3.8,927.0,GizFit PLASMA Bluetooth Calling Smartwatch | 1.9 Inch HD Display | 550 NITS,Square,Blue,Silicon,Yes,22.0,Yes,1.9 inches,20 - 35 g
344,gizmore,2399.0,5499.0,56.37388616,5.0,3.0,GIZFIT BLAZE X 1.85 Inch Ultra HD Display | 600 NITS | BT Calling Smartwatch,Square,Burgundy,Silicon,Yes,3.5,Yes,1.9 inches,<= 20 g
345,gizmore,2799.0,6999.0,60.00857265,4.3,7.0,GizFit ORBIT BT Calling with 1.32 Inch Ultra Sharp HD Display|500 NITS|ALWAYS-ON,Circle,Burgundy,Silicon,Yes,3.5,Yes,1.3 inches,20 - 35 g
346,gizmore,2199.0,5999.0,63.34389065,3.5,10.0,Gizfit 910 Pro Bluetooth Calling with AI Voice Assistance,Square,Black,Silicon,Yes,3.5,Yes,1.7 inches,20 - 35 g
347,gizmore,1999.0,5999.0,66.67777963,3.5,30.0,Gizfit Slate BT Calling | 1.57 Inch display | AI voice Assistance,Rectangle,Black,Silicon,Yes,3.5,Yes,1.6 inches,<= 20 g
348,gizmore,1799.0,2999.0,40.01333778,3.8,645.0,GizFit 902,Square,Black,Silicon,Yes,22.0,Yes,1.0 inches,20 - 35 g
349,gizmore,1499.0,6999.0,78.58265466,4.7,996.0,Vogue 1.95 Edge to Edge Larger IPS HD Display Bluetooth Calling,Square,Grey,Silicon,Yes,22.0,Yes,1.9 inches,20 - 35 g
350,gizmore,6999.0,14598.204244031831,48.236893613453574,4.7,996.0,GizFIt Vogue 1.95 Always On 600 NITS HD Display Bluetooth Calling,Square,Orange,Silicon,Yes,22.0,Yes,1.9 inches,20 - 35 g
351,gizmore,2799.0,6999.0,60.00857265,4.7,996.0,GizFit ORBIT BT Calling with 3.3 Cm | ALWAYS-ON | 500 NITS Brightness,Circle,Black,Silicon,Yes,3.5,Yes,1.3 inches,20 - 35 g
352,ambrane,1299.0,4999.0,74.01480296,4.2,60292.0,Wise-Eon 1.69Lucid Display bluetooth calling function & 7 days battery life,Square,Grey,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g
353,ambrane,1599.0,5999.0,73.34555759,4.2,25108.0,"Wise-roam 1.28"" Full HD display,bluetooth calling and complete health tracking",Circle,Grey,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g
354,ambrane,1799.0,5999.0,70.01166861,4.2,453.0,"Wise Eon Max with 2.01'' Lucid display, BT Calling, with customisable watch face",Square,Black,Silicon,Yes,22.0,Yes,2.0 inches,20 - 35 g
355,ambrane,1499.0,5299.0,71.71164371,4.2,8574.0,"Wise Eon Pro1.85"" lucid display with BT calling",Square,Red,Silicon,Yes,22.0,Yes,1.9 inches,20 - 35 g
356,ambrane,2499.0,5999.0,58.34305718,4.3,7767.0,"Wise Glaze with 1.78"" Amoled display, BT Calling,SPO2 , Heart Rate Monitor",Square,Grey,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g
357,ambrane,1799.0,3799.0,52.64543301,4.2,8003.0,Flex 1.69inch Lucid display and SPO2,Square,Pink,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g
358,ambrane,2299.0,3999.0,42.51062766,4.1,2475.0,Surge 1.28 Curved Display with complete Health Tracking,Circle,Black,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g
359,ambrane,1999.0,5999.0,66.67777963,3.9,1099.0,Pulse,Rectangle,Black,Synthetic,Yes,22.0,Yes,1.3 inches,20 - 35 g
360,ambrane,1499.0,3799.0,60.54224796,4.2,1804.0,Flex,Square,Green,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g
361,pebble,2799.0,7499.0,62.67502334,4.4,12644.0,"Cosmos Ultra 1.91"" 600 nits BT-Calling High-Res Curved Display, Ultra-Thin Dial",Rectangle,Black,Silicon,Yes,22.0,Yes,1.9 inches,75g +
362,pebble,4199.0,9499.0,55.79534688,4.2,7828.0,"Cosmos luxe 1.36"" AMOLED Always-on Display Bluetooth calling(Midnight Gold)",Circle,Charcoal,Silicon,Yes,22.0,Yes,0.1 inches,20 - 35 g
363,pebble,4199.0,9999.0,58.00580058,4.2,541.0,"Cosmos Luxe 2.0 1.43"" AMOLED Display with BT Calling and Responsive Watch Faces",Circle,Midnight,Silicon,Yes,22.0,Yes,1.4 inches,20 - 35 g
364,pebble,1999.0,4999.0,60.0120024,4.0,4240.0,"Frost 1.87'' BT Calling with 2.5D Curved HD Display, AI Voice Assisst",Rectangle,Blue,Silicon,Yes,3.5,Yes,20.0 inches,20 - 35 g
365,pebble,4199.0,9499.0,55.79534688,4.2,7828.0,"Cosmos luxe 1.36"" AMOLED Always-on Display Bluetooth calling",Circle,Green,Silicon,Yes,22.0,Yes,0.1 inches,20 - 35 g
366,pebble,1999.0,4999.0,60.0120024,4.0,4240.0,"Frost 1.87 BT Calling with 2.5D Curved HD Display, AI Voice Assisst",Rectangle,Orange Alpine,Silicon,Yes,3.5,Yes,20.0 inches,20 - 35 g
367,pebble,3499.0,5999.0,41.67361227,4.7,996.0,Zen Pro Unisex SPO2 Grey,Circle,Grey,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g
368,pebble,4699.0,7499.0,37.33831177,4.1,20.0,Revo Bluetooth Calling Smartwatch for Men Black,Circle,Brown,Leather,Yes,8.0,Yes,1.3 inches,20 - 35 g
369,pebble,3999.0,9999.0,60.0060006,3.9,677.0,"Cosmos Grande 2.1 Largest Display, BT Calling, Wireless Charging,GPS Trajectory",Rectangle,Blue,Silicon,Yes,22.0,Yes,2.1 inches,20 - 35 g
370,pebble,3999.0,6499.0,38.46745653,3.4,45.0,Aspire Unisex 2.5D Curved Screen Smartwatch with Female Cycle Tracker Rose Gold,Rectangle,Pink,Silicon,Yes,22.0,Yes,1.6 inches,20 - 35 g
371,pebble,4990.0,6999.0,28.70410059,4.1,1964.0,Cosmos,Square,Maroon,Silicon,Yes,8.0,Yes,0.1 inches,75g +
372,pebble,1499.0,4499.0,66.68148477,3.8,1338.0,"Spark Ace 1.85 Large HD Display, Health Suite, 100+ Watch Faces, 7 days battery",Rectangle,Blue,Silicon,Yes,17.5,Yes,1.9 inches,75g +
373,pebble,4990.0,6999.0,28.70410059,5.0,3.0,"Pebble Cosmos, Bluetooth Calling smartwatch Multi Sports Modes",Square,Blue,Rubber,Yes,8.0,Yes,0.2 inches,75g +
374,pebble,3999.0,7999.0,50.00625078,3.9,2874.0,Cosmos Pro 1.7inch HD LCD display with Bluetooth calling function,Square,Black,Silicon,Yes,22.0,Yes,0.1 inches,20 - 35 g
375,pebble,3999.0,7499.0,46.67288972,4.1,99.0,Venus,Circle,Black,Silicon,Yes,22.0,Yes,1.1 inches,20 - 35 g
376,pebble,3999.0,7999.0,50.00625078,3.9,2874.0,Cosmos Pro 1.7inch HD display with Bluetooth calling function,Square,"Pink, Gold",Silicon,Yes,22.0,Yes,0.1 inches,20 - 35 g
377,pebble,2499.0,4499.0,44.45432318,3.5,1014.0,"Spark 1.7 inch Bluetooth Calling, HD Display with SPO2, HR Monitor",Rectangle,Deep Wine,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g
378,pebble,2999.0,5499.0,45.46281142,3.8,5.0,"Pace Pro Smartwatch with 1.7"" HD Curved Display Golden Ivory",Square,Gold,Silicon,Yes,8.0,Yes,0.1 inches,20 - 35 g
379,pebble,4499.0,7499.0,40.00533404,3.1,10.0,Revo Bluetooth Calling Smartwatch for Men Tan Leather,Circle,Black,Silicon,Yes,8.0,Yes,1.3 inches,20 - 35 g
380,pebble,3069.0,4999.0,38.60772154,4.0,1371.0,Pace Unisex Smart Watch with Full Touch Dynamic Colour Display (Black,Rectangle,Black,Silicon,Yes,22.0,Yes,1.4 inches,20 - 35 g
381,pebble,1499.0,3299.0,54.56198848,3.8,996.0,"Prism 1.7""Display With Fitness & Outdoor Activity Black",Square,Black,Silicon,Yes,8.0,Yes,0.1 inches,20 - 35 g
382,pebble,3299.0,4999.0,34.00680136,3.8,996.0,"prism ultra 1.69"" HD Display With Bluetooth Calling Green",Square,Sea Green,Silicon,Yes,8.0,Yes,0.1 inches,20 - 35 g
383,pebble,2499.0,3299.0,24.24977266,3.8,996.0,"Prism 1.7""Display With Fitness & Outdoor Activity Blue",Square,Blue,Silicon,Yes,8.0,Yes,0.1 inches,20 - 35 g
384,pebble,4990.0,6999.0,28.70410059,4.1,1964.0,COSMOS,Square,Rose Gold,Silicon,Yes,3.5,Yes,0.1 inches,20 - 35 g
385,pebble,2999.0,5499.0,45.46281142,3.8,996.0,"Pace Pro Smartwatch with 1.7"" HD Curved Display Golden Black",Square,Black,Silicon,Yes,8.0,Yes,0.1 inches,20 - 35 g
386,pebble,3999.0,5499.0,27.27768685,4.1,16.0,Prism Max Bluetooth Calling Large Display,Rectangle,Black,Silicon,Yes,22.0,Yes,0.1 inches,20 - 35 g
387,pebble,2999.0,4999.0,40.0080016,4.0,1371.0,Pace Unisex Smart Watch with Full Touch Dynamic Colour Display (Blue,Rectangle,Blue,Silicon,Yes,22.0,Yes,1.4 inches,20 - 35 g
388,pebble,4990.0,6999.0,28.70410059,4.1,996.0,"Pebble Cosmos, Bluetooth Calling smartwatch 24 Hour Health Tracking (Burgundy)",Square,Maroon,Silicon,Yes,8.0,Yes,0.1 inches,75g +
389,pebble,5190.0,7499.0,30.7907721,4.1,996.0,Venus Bluetooth Calling Smartwatch with Fitness Tracker for Women-Midnight Gold,Circle,Black,Silicon,Yes,22.0,Yes,0.0 inches,20 - 35 g
390,zebronics,2199.0,4999.0,56.01120224,3.9,272.0,Zeb-Fit Me,Square,Green,Thermo Plastic Polyurethene,Yes,22.0,Yes,3.3 inches,20 - 35 g
391,zebronics,3499.0,5499.0,36.37024914,3.9,22.0,SPECIAL EDITION Zeb-Fit380CH BLUETOOTH CALLING,Square,Black,Silicon,Yes,22.0,Yes,4.3 inches,75g +
392,zebronics,2999.0,7999.0,62.50781348,3.5,22.0,Zeb-Fit7220CH,Rectangle,Black,Silicon,Yes,3.5,Yes,6.9 inches,20 - 35 g
393,zebronics,2399.0,7999.0,70.00875109,3.9,1328.0,Zeb-Fit4220CH,Circle,Silver,Silicon,Yes,22.0,Yes,3.3 inches,75g +
394,zebronics,1999.0,3999.0,50.01250313,3.9,22.0,ZEB FIT8220CH,Square,Rose Gold,Silicon,Yes,17.5,Yes,1.7 inches,20 - 35 g
395,zebronics,4499.0,7499.0,40.00533404,3.7,3.0,Zeb Fit 7220 CH,Rectangle,Black,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g
396,zebronics,2199.0,4999.0,56.01120224,3.9,22.0,ZEB-FITME,Square,Black,Silicon,Yes,17.5,Yes,1.3 inches,20 - 35 g
397,zebronics,2999.0,5999.0,50.00833472,3.6,55.0,"ZEB-FIT5220CH 7-Day Data Storage, 8 Sports Mode, SpO2, BP & HR Monitor, (Metal)",Square,Black,Stainless Steel,Yes,22.0,Yes,0.2 inches,20 - 35 g
398,zebronics,5499.0,7499.0,26.6702227,3.9,22.0,UNBEATABLE ZEB-FIT480CH,Square,Black,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g
399,zebronics,3499.0,3999.0,12.50312578,3.9,996.0,Zeb-Fit1220CH,Square,Gold,Silicon,Yes,22.0,Yes,1.5 inches,20 - 35 g
400,zebronics,2799.0,5499.0,49.09983633,3.9,22.0,ZEB FIT380CH,Square,Black,Rubber,Yes,22.0,Yes,1.7 inches,20 - 35 g
401,zebronics,1799.0,3999.0,55.01375344,4.2,1823.0,ZEB-FIT8220CH,Square,Rose Gold,Silicon,Yes,22.0,Yes,4.3 inches,20 - 35 g
402,zebronics,3499.0,7999.0,56.25703213,1.0,1.0,Zeb Fit 4220 CH,Circle,Black,Silicon,Yes,22.0,Yes,1.3 inches,75g +
403,zebronics,1399.0,4499.0,68.90420093,4.0,469.0,ZEB-FIT920CH,Square,Red,Thermo Plastic Polyurethene,Yes,22.0,Yes,3.5 inches,20 - 35 g
404,zebronics,3499.0,5999.0,41.67361227,3.9,996.0,SPECIAL EDITION Zeb-Fit380CH METALLIC STRAP,Square,Silver,Stainless Steel,Yes,22.0,Yes,4.3 inches,75g +
405,zebronics,3099.0,7999.0,61.25765721,2.3,3.0,FIT7220CH,Curved,Silver,Aluminium,Yes,22.0,Yes,0.1 inches,20 - 35 g
406,zebronics,1897.0,1899.0,0.105318589,3.3,4.0,Fitness band,Rectangle,Grey,Silicon,Yes,22.0,Yes,2.3 inches,20 - 35 g
407,zebronics,2949.0,4199.0,29.76899262,3.1,10.0,LEATHER fit-650,Oval,Black,Leather,Yes,22.0,Yes,2.7 inches,20 - 35 g
408,zebronics,3449.0,4199.0,17.86139557,2.9,17.0,ZEB-FIT650,Circle,Black,Silicon,Yes,3.5,Yes,2.4 inches,20 - 35 g
409,zebronics,1499.0,2999.0,50.01667222,3.1,24.0,Smart Time 200,Circle,Black,Rubber,Yes,22.0,Yes,2.7 inches,75g +
410,zebronics,2999.0,5999.0,50.00833472,4.0,996.0,FIT380CH,Rectangle,Silver,Stainless Steel,Yes,17.5,Yes,1.7 inches,20 - 35 g
411,fire-boltt,2499.0,5999.0,58.34305718,2.5,996.0,NINJA 2 MAX,Square,Black,Silicon,Yes,22.0,Yes,1.5 inches,20 - 35 g
412,fire-boltt,2399.0,11999.0,80.00666722,2.5,6022.0,DAZZLE PLUS,Square,Black,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g
413,fire-boltt,3927.0,9999.0,60.72607261,2.5,996.0,RING 3,Square,Black,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g
414,fire-boltt,3927.0,9999.0,60.72607261,2.5,996.0,RING 3,Square,Gold,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g
415,fire-boltt,2299.0,5999.0,61.67694616,2.5,24.0,NINJA PRO MAX,Square,Blue,Silicon,Yes,22.0,Yes,1.6 inches,20 - 35 g
416,fire-boltt,2299.0,5999.0,61.67694616,2.5,201.0,NINJA PRO MAX,Square,Black,Silicon,Yes,22.0,Yes,1.6 inches,20 - 35 g
417,fire-boltt,6499.0,12999.0,50.00384645,2.5,996.0,BSW019,Circle,Black,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g
418,fire-boltt,4599.0,17999.0,74.44858048,2.5,11.0,HULK BLUETOOTH CALLING,Square,Black,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g
419,fire-boltt,3299.0,9999.0,67.00670067,2.5,5.0,RING 2,Square,Grey,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g
420,fire-boltt,2699.0,4999.0,46.00920184,2.5,33.0,NINJA PRO,Square,Black,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g
421,fire-boltt,2799.0,7999.0,65.00812602,4.2,5.0,ninja calling,Square,Black,Rubber,Yes,22.0,Yes,0.1 inches,20 - 35 g
422,fire-boltt,3449.0,9999.0,65.50655066,3.8,83.0,ring,Square,Black,Rubber,Yes,22.0,Yes,0.1 inches,75g +
423,fire-boltt,3499.0,9999.0,65.00650065,4.8,4.0,beast pro,Square,Silver,Rubber,Yes,8.0,Yes,0.1 inches,20 - 35 g
424,fire-boltt,3999.0,9999.0,60.0060006,3.1,8.0,ring,Rectangle,Black,Silicon,Yes,22.0,Yes,0.1 inches,20 - 35 g
425,fire-boltt,3999.0,9999.0,60.0060006,3.7,996.0,bsw360,Circle,Blue,Rubber,Yes,22.0,Yes,0.1 inches,20 - 35 g
426,fire-boltt,3599.0,5999.0,40.00666778,5.0,3.0,bsw001,Rectangle,Black,Silicon,Yes,22.0,Yes,1.4 inches,20 - 35 g
427,fire-boltt,3799.0,9999.0,62.00620062,3.7,996.0,beast pro,Square,Black,Rubber,Yes,3.5,Yes,0.1 inches,20 - 35 g
428,fire-boltt,3499.0,9999.0,65.00650065,3.7,996.0,beast pro,Rectangle,Pink,Rubber,Yes,8.0,Yes,0.1 inches,20 - 35 g
429,fire-boltt,3499.0,9999.0,65.00650065,3.7,996.0,beast pro,Square,Blue,Rubber,Yes,8.0,Yes,0.1 inches,20 - 35 g
430,fire-boltt,5599.0,9999.0,44.00440044,2.5,996.0,bsw005,Square,White,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g
431,fire-boltt,3999.0,9999.0,60.0060006,3.7,3.0,bsw016,Square,Pink,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g
432,fire-boltt,3699.0,11999.0,69.17243104,2.5,996.0,starcross,Square,Black,Silicon,Yes,8.0,Yes,1.8 inches,20 - 35 g
433,fire-boltt,3899.0,11999.0,67.50562547,2.5,996.0,starcross,Square,Green,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g
434,fire-boltt,2298.0,5999.0,61.6936156,3.6,5.0,ninja 2 max,Square,Black,Rubber,Yes,22.0,Yes,0.1 inches,20 - 35 g
435,fire-boltt,3299.0,11999.0,72.50604217,2.5,996.0,wonder,Square,Black,Silicon,Yes,3.5,Yes,1.8 inches,20 - 35 g
436,fire-boltt,1999.0,5999.0,66.67777963,3.7,996.0,"SpO2 Full Touch 1.4 inch Smart Watch with Blood Oxygen, Fitness (Black)",Square,Black,Rubber,Yes,22.0,Yes,0.1 inches,20 - 35 g
437,fire-boltt,3599.0,9999.0,64.00640064,3.7,996.0,ring,Square,Blue,Rubber,Yes,22.0,Yes,0.1 inches,20 - 35 g
438,fire-boltt,3599.0,9999.0,64.00640064,3.7,996.0,ring,Square,Red,Rubber,Yes,22.0,Yes,0.1 inches,20 - 35 g
439,fire-boltt,5998.0,9999.0,40.0140014,2.5,996.0,tamish,Rectangle,Blue,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g
440,fire-boltt,5599.0,9999.0,44.00440044,2.5,996.0,bsw017,Square,Blue,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g
441,fire-boltt,2899.0,4999.0,42.00840168,2.5,996.0,bsw011,Square,Grey,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g
442,fire-boltt,3999.0,9999.0,60.0060006,3.7,6.0,ring,Square,White,Rubber,Yes,22.0,Yes,1.7 inches,20 - 35 g
443,fire-boltt,4599.0,7999.0,42.50531316,2.5,996.0,bsw002,Square,Black,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g
444,fire-boltt,6999.0,15999.0,56.25351584,2.6,996.0,bsw020,Circle,Brown,Silicon,Yes,8.0,Yes,1.4 inches,20 - 35 g
445,fire-boltt,5999.0,8999.0,33.33703745,2.5,996.0,bsw003,Circle,Grey,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g
446,fire-boltt,3700.0,9999.0,62.99629963,4.031306306306306,996.0,beast pro,Square,Black,Silicon,Yes,8.0,Yes,0.1 inches,20 - 35 g
447,fire-boltt,5999.0,8999.0,33.33703745,2.5,996.0,bsw003,Circle,Gold,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g
448,fire-boltt,3200.0,7999.0,59.99499937,4.031306306306306,996.0,call 2,Square,Blue,Silicon,Yes,22.0,Yes,0.1 inches,20 - 35 g
449,fire-boltt,3000.0,7999.0,62.49531191,4.031306306306306,996.0,call 2,Square,Black,Silicon,Yes,22.0,Yes,0.1 inches,20 - 35 g
